Row	Sample Name	Anon Student Id	Session Id	Time	Time Zone	Duration (sec)	Student Response Type	Student Response Subtype	Tutor Response Type	Tutor Response Subtype	Level(Unit)	Problem Name	Step Name	Attempt At Step	Outcome	Selection	Action	Input	Feedback Text	Feedback Classification	Help Level	Total Num Hints	KC(Default)	KC Category(Default)	KC(Single-KC)	KC Category(Single-KC)	KC(Unique-step)	KC Category(Unique-step)	School	Class	CF(USERID)	CF(tool_event_time)	CF(tutor_event_time)
856	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-3fa4e935:126c2dd5993:-8000	2010-02-12 10:51:36.0	US/Eastern	2	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem4_option5 UpdateMultipleChoice	1	Correct	LT_problem4_option5	UpdateMultipleChoice	True					unnamed		Single-KC		KC149		CMU			2010-02-12 15:51:36.799 UTC	2010-02-12 15:51:37.015 UTC
857	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-3fa4e935:126c2dd5993:-8000	2010-02-12 10:51:37.0	US/Eastern	1	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem4_option6 UpdateMultipleChoice	1	Correct	LT_problem4_option6	UpdateMultipleChoice	True					unnamed		Single-KC		KC47		CMU			2010-02-12 15:51:37.758 UTC	2010-02-12 15:51:37.909 UTC
858	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-3fa4e935:126c2dd5993:-8000	2010-02-12 10:51:52.0	US/Eastern	15	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem5_option1 UpdateMultipleChoice	1	Correct	LT_problem5_option1	UpdateMultipleChoice	False					unnamed		Single-KC		KC119		CMU			2010-02-12 15:51:52.246 UTC	2010-02-12 15:51:52.406 UTC
859	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-3fa4e935:126c2dd5993:-8000	2010-02-12 10:51:53.0	US/Eastern	1	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem5_option2 UpdateMultipleChoice	1	Correct	LT_problem5_option2	UpdateMultipleChoice	False					unnamed		Single-KC		KC83		CMU			2010-02-12 15:51:53.510 UTC	2010-02-12 15:51:53.726 UTC
860	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-3fa4e935:126c2dd5993:-8000	2010-02-12 10:51:55.0	US/Eastern	2	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem5_option3 UpdateMultipleChoice	1	Correct	LT_problem5_option3	UpdateMultipleChoice	True					unnamed		Single-KC		KC29		CMU			2010-02-12 15:51:55.182 UTC	2010-02-12 15:51:55.370 UTC
861	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-3fa4e935:126c2dd5993:-8000	2010-02-12 10:51:56.0	US/Eastern	1	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem5_option4 UpdateMultipleChoice	1	Correct	LT_problem5_option4	UpdateMultipleChoice	False					unnamed		Single-KC		KC69		CMU			2010-02-12 15:51:56.501 UTC	2010-02-12 15:51:56.690 UTC
862	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-3fa4e935:126c2dd5993:-8000	2010-02-12 10:51:57.0	US/Eastern	1	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem5_option5 UpdateMultipleChoice	1	Correct	LT_problem5_option5	UpdateMultipleChoice	False					unnamed		Single-KC		KC45		CMU			2010-02-12 15:51:57.773 UTC	2010-02-12 15:51:58.004 UTC
863	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-3fa4e935:126c2dd5993:-8000	2010-02-12 10:51:58.0	US/Eastern	1	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem5_option6 UpdateMultipleChoice	1	Correct	LT_problem5_option6	UpdateMultipleChoice	True					unnamed		Single-KC		KC139		CMU			2010-02-12 15:51:58.813 UTC	2010-02-12 15:51:58.964 UTC
864	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-3fa4e935:126c2dd5993:-8000	2010-02-12 10:52:03.0	US/Eastern	5	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem6_option1 UpdateMultipleChoice	1	Correct	LT_problem6_option1	UpdateMultipleChoice	True					unnamed		Single-KC		KC112		CMU			2010-02-12 15:52:03.933 UTC	2010-02-12 15:52:04.098 UTC
865	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-3fa4e935:126c2dd5993:-8000	2010-02-12 10:52:04.0	US/Eastern	1	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem6_option2 UpdateMultipleChoice	1	Correct	LT_problem6_option2	UpdateMultipleChoice	True					unnamed		Single-KC		KC17		CMU			2010-02-12 15:52:04.845 UTC	2010-02-12 15:52:05.009 UTC
866	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-3fa4e935:126c2dd5993:-8000	2010-02-12 10:52:05.0	US/Eastern	1	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem6_option3 UpdateMultipleChoice	1	Correct	LT_problem6_option3	UpdateMultipleChoice	False					unnamed		Single-KC		KC36		CMU			2010-02-12 15:52:05.765 UTC	2010-02-12 15:52:05.915 UTC
868	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-3fa4e935:126c2dd5993:-8000	2010-02-12 10:52:06.0	US/Eastern	0.5	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem6_option4 UpdateMultipleChoice	1	Correct	LT_problem6_option4	UpdateMultipleChoice	False					unnamed		Single-KC		KC122		CMU			2010-02-12 15:52:06.429 UTC	2010-02-12 15:52:06.590 UTC
867	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-3fa4e935:126c2dd5993:-8000	2010-02-12 10:52:06.0	US/Eastern	0.5	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem6_option5 UpdateMultipleChoice	1	Correct	LT_problem6_option5	UpdateMultipleChoice	False					unnamed		Single-KC		KC148		CMU			2010-02-12 15:52:06.901 UTC	2010-02-12 15:52:07.085 UTC
869	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-3fa4e935:126c2dd5993:-8000	2010-02-12 10:52:07.0	US/Eastern	1	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem6_option6 UpdateMultipleChoice	1	Correct	LT_problem6_option6	UpdateMultipleChoice	False					unnamed		Single-KC		KC140		CMU			2010-02-12 15:52:07.477 UTC	2010-02-12 15:52:07.631 UTC
870	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-3fa4e935:126c2dd5993:-8000	2010-02-12 10:52:12.0	US/Eastern	5	ATTEMPT		RESULT		Pre-Test Version A	ATest	effective_problem1_option1 UpdateMultipleChoice	1	Correct	effective_problem1_option1	UpdateMultipleChoice	Disagree					unnamed		Single-KC		KC89		CMU			2010-02-12 15:52:12.676 UTC	2010-02-12 15:52:12.839 UTC
871	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-3fa4e935:126c2dd5993:-8000	2010-02-12 10:52:13.0	US/Eastern	1	ATTEMPT		RESULT		Pre-Test Version A	ATest	effective_problem1_option2 UpdateMultipleChoice	1	Correct	effective_problem1_option2	UpdateMultipleChoice	Disagree					unnamed		Single-KC		KC63		CMU			2010-02-12 15:52:13.444 UTC	2010-02-12 15:52:13.637 UTC
873	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-3fa4e935:126c2dd5993:-8000	2010-02-12 10:52:14.0	US/Eastern	0.5	ATTEMPT		RESULT		Pre-Test Version A	ATest	effective_problem1_option4 UpdateMultipleChoice	1	Correct	effective_problem1_option4	UpdateMultipleChoice	Agree					unnamed		Single-KC		KC34		CMU			2010-02-12 15:52:14.732 UTC	2010-02-12 15:52:14.884 UTC
872	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-3fa4e935:126c2dd5993:-8000	2010-02-12 10:52:14.0	US/Eastern	0.5	ATTEMPT		RESULT		Pre-Test Version A	ATest	effective_problem1_option3 UpdateMultipleChoice	1	Correct	effective_problem1_option3	UpdateMultipleChoice	Disagree					unnamed		Single-KC		KC61		CMU			2010-02-12 15:52:14.060 UTC	2010-02-12 15:52:14.422 UTC
874	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-3fa4e935:126c2dd5993:-8000	2010-02-12 10:53:33.0	US/Eastern	79	ATTEMPT		RESULT		Pre-Test Version A	ATest	effective_problem2_option1 UpdateMultipleChoice	1	Correct	effective_problem2_option1	UpdateMultipleChoice	Disagree					unnamed		Single-KC		KC16		CMU			2010-02-12 15:53:33.960 UTC	2010-02-12 15:53:34.133 UTC
875	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-3fa4e935:126c2dd5993:-8000	2010-02-12 10:53:34.0	US/Eastern	1	ATTEMPT		RESULT		Pre-Test Version A	ATest	effective_problem2_option2 UpdateMultipleChoice	1	Correct	effective_problem2_option2	UpdateMultipleChoice	Disagree					unnamed		Single-KC		KC39		CMU			2010-02-12 15:53:34.800 UTC	2010-02-12 15:53:34.954 UTC
876	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-3fa4e935:126c2dd5993:-8000	2010-02-12 10:53:35.0	US/Eastern	1	ATTEMPT		RESULT		Pre-Test Version A	ATest	effective_problem2_option3 UpdateMultipleChoice	1	Correct	effective_problem2_option3	UpdateMultipleChoice	Disagree					unnamed		Single-KC		KC26		CMU			2010-02-12 15:53:35.528 UTC	2010-02-12 15:53:35.680 UTC
877	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-3fa4e935:126c2dd5993:-8000	2010-02-12 10:53:36.0	US/Eastern	1	ATTEMPT		RESULT		Pre-Test Version A	ATest	effective_problem2_option4 UpdateMultipleChoice	1	Correct	effective_problem2_option4	UpdateMultipleChoice	Agree					unnamed		Single-KC		KC51		CMU			2010-02-12 15:53:36.312 UTC	2010-02-12 15:53:36.466 UTC
878	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-3fa4e935:126c2dd5993:-8000	2010-02-12 10:53:41.0	US/Eastern	5	ATTEMPT		RESULT		Pre-Test Version A	ATest	effective_problem3_option1 UpdateMultipleChoice	1	Correct	effective_problem3_option1	UpdateMultipleChoice	Disagree					unnamed		Single-KC		KC136		CMU			2010-02-12 15:53:41.391 UTC	2010-02-12 15:53:41.565 UTC
879	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-3fa4e935:126c2dd5993:-8000	2010-02-12 10:53:42.0	US/Eastern	1	ATTEMPT		RESULT		Pre-Test Version A	ATest	effective_problem3_option2 UpdateMultipleChoice	1	Correct	effective_problem3_option2	UpdateMultipleChoice	Disagree					unnamed		Single-KC		KC109		CMU			2010-02-12 15:53:42.647 UTC	2010-02-12 15:53:42.830 UTC
881	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-3fa4e935:126c2dd5993:-8000	2010-02-12 10:53:43.0	US/Eastern	0.5	ATTEMPT		RESULT		Pre-Test Version A	ATest	effective_problem3_option4 UpdateMultipleChoice	1	Correct	effective_problem3_option4	UpdateMultipleChoice	Agree					unnamed		Single-KC		KC70		CMU			2010-02-12 15:53:43.999 UTC	2010-02-12 15:53:44.168 UTC
880	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-3fa4e935:126c2dd5993:-8000	2010-02-12 10:53:43.0	US/Eastern	0.5	ATTEMPT		RESULT		Pre-Test Version A	ATest	effective_problem3_option3 UpdateMultipleChoice	1	Correct	effective_problem3_option3	UpdateMultipleChoice	Disagree					unnamed		Single-KC		KC74		CMU			2010-02-12 15:53:43.311 UTC	2010-02-12 15:53:43.484 UTC
882	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-3fa4e935:126c2dd5993:-8000	2010-02-12 10:53:49.0	US/Eastern	6	ATTEMPT		RESULT		Pre-Test Version A	ATest	eqexp_problem1_option1 UpdateMultipleChoice	1	Correct	eqexp_problem1_option1	UpdateMultipleChoice	True					unnamed		Single-KC		KC82		CMU			2010-02-12 15:53:49.375 UTC	2010-02-12 15:53:49.537 UTC
883	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-3fa4e935:126c2dd5993:-8000	2010-02-12 10:53:51.0	US/Eastern	2	ATTEMPT		RESULT		Pre-Test Version A	ATest	eqexp_problem1_option2 UpdateMultipleChoice	1	Correct	eqexp_problem1_option2	UpdateMultipleChoice	False					unnamed		Single-KC		KC107		CMU			2010-02-12 15:53:51.383 UTC	2010-02-12 15:53:51.624 UTC
884	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-3fa4e935:126c2dd5993:-8000	2010-02-12 10:53:52.0	US/Eastern	1	ATTEMPT		RESULT		Pre-Test Version A	ATest	eqexp_problem1_option3 UpdateMultipleChoice	1	Correct	eqexp_problem1_option3	UpdateMultipleChoice	False					unnamed		Single-KC		KC79		CMU			2010-02-12 15:53:52.687 UTC	2010-02-12 15:53:52.854 UTC
885	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-3fa4e935:126c2dd5993:-8000	2010-02-12 10:53:54.0	US/Eastern	2	ATTEMPT		RESULT		Pre-Test Version A	ATest	eqexp_problem1_option4 UpdateMultipleChoice	1	Correct	eqexp_problem1_option4	UpdateMultipleChoice	False					unnamed		Single-KC		KC144		CMU			2010-02-12 15:53:54.039 UTC	2010-02-12 15:53:54.210 UTC
886	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-3fa4e935:126c2dd5993:-8000	2010-02-12 10:53:55.0	US/Eastern	1	ATTEMPT		RESULT		Pre-Test Version A	ATest	eqexp_problem1_option5 UpdateMultipleChoice	1	Correct	eqexp_problem1_option5	UpdateMultipleChoice	True					unnamed		Single-KC		KC96		CMU			2010-02-12 15:53:55.383 UTC	2010-02-12 15:53:55.553 UTC
887	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-3fa4e935:126c2dd5993:-8000	2010-02-12 10:54:01.0	US/Eastern	6	ATTEMPT		RESULT		Pre-Test Version A	ATest	eqexp_problem2_option1 UpdateMultipleChoice	1	Correct	eqexp_problem2_option1	UpdateMultipleChoice	True					unnamed		Single-KC		KC53		CMU			2010-02-12 15:54:01.486 UTC	2010-02-12 15:54:01.745 UTC
888	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-3fa4e935:126c2dd5993:-8000	2010-02-12 10:54:03.0	US/Eastern	2	ATTEMPT		RESULT		Pre-Test Version A	ATest	eqexp_problem2_option2 UpdateMultipleChoice	1	Correct	eqexp_problem2_option2	UpdateMultipleChoice	False					unnamed		Single-KC		KC19		CMU			2010-02-12 15:54:03.078 UTC	2010-02-12 15:54:03.250 UTC
889	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-3fa4e935:126c2dd5993:-8000	2010-02-12 10:54:07.0	US/Eastern	4	ATTEMPT		RESULT		Pre-Test Version A	ATest	eqexp_problem2_option3 UpdateMultipleChoice	1	Correct	eqexp_problem2_option3	UpdateMultipleChoice	True					unnamed		Single-KC		KC57		CMU			2010-02-12 15:54:07.774 UTC	2010-02-12 15:54:07.959 UTC
890	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-3fa4e935:126c2dd5993:-8000	2010-02-12 10:54:09.0	US/Eastern	2	ATTEMPT		RESULT		Pre-Test Version A	ATest	eqexp_problem2_option4 UpdateMultipleChoice	1	Correct	eqexp_problem2_option4	UpdateMultipleChoice	False					unnamed		Single-KC		KC127		CMU			2010-02-12 15:54:09.678 UTC	2010-02-12 15:54:09.848 UTC
891	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-3fa4e935:126c2dd5993:-8000	2010-02-12 10:54:12.0	US/Eastern	3	ATTEMPT		RESULT		Pre-Test Version A	ATest	eqexp_problem2_option5 UpdateMultipleChoice	1	Correct	eqexp_problem2_option5	UpdateMultipleChoice	True					unnamed		Single-KC		KC14		CMU			2010-02-12 15:54:12.534 UTC	2010-02-12 15:54:12.697 UTC
892	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-3fa4e935:126c2dd5993:-8000	2010-02-12 10:54:24.0	US/Eastern	12	ATTEMPT		RESULT		Pre-Test Version A	ATest	demonstration_problem1 UpdateTextField	1	Correct	demonstration_problem1	UpdateTextField	1					unnamed		Single-KC		KC44		CMU			2010-02-12 15:54:24.637 UTC	2010-02-12 15:54:24.802 UTC
893	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-3fa4e935:126c2dd5993:-8000	2010-02-12 10:54:44.0	US/Eastern	20	ATTEMPT		RESULT		Pre-Test Version A	ATest	demonstration_problem1_box UpdateTextArea	1	Correct	demonstration_problem1_box	UpdateTextArea	Wrong order of multiplication.					unnamed		Single-KC		KC13		CMU			2010-02-12 15:54:44.356 UTC	2010-02-12 15:54:44.538 UTC
894	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-3fa4e935:126c2dd5993:-8000	2010-02-12 10:54:46.0	US/Eastern	2	ATTEMPT		RESULT		Pre-Test Version A	ATest	demonstration_problem2 UpdateTextField	1	Correct	demonstration_problem2	UpdateTextField	3					unnamed		Single-KC		KC52		CMU			2010-02-12 15:54:46.764 UTC	2010-02-12 15:54:46.926 UTC
895	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-3fa4e935:126c2dd5993:-8000	2010-02-12 10:55:03.0	US/Eastern	17	ATTEMPT		RESULT		Pre-Test Version A	ATest	demonstration_problem2_box UpdateTextArea	1	Correct	demonstration_problem2_box	UpdateTextArea	I know the reason.					unnamed		Single-KC		KC150		CMU			2010-02-12 15:55:03.571 UTC	2010-02-12 15:55:03.723 UTC
896	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-3fa4e935:126c2dd5993:-8000	2010-02-12 10:55:05.0	US/Eastern	2	ATTEMPT		RESULT		Pre-Test Version A	ATest	demonstration_problem3 UpdateTextField	1	Correct	demonstration_problem3	UpdateTextField	1					unnamed		Single-KC		KC106		CMU			2010-02-12 15:55:05.427 UTC	2010-02-12 15:55:05.618 UTC
897	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-3fa4e935:126c2dd5993:-8000	2010-02-12 10:55:18.0	US/Eastern	13	ATTEMPT		RESULT		Pre-Test Version A	ATest	demonstration_problem3_box UpdateTextArea	1	Correct	demonstration_problem3_box	UpdateTextArea	I know the reason.					unnamed		Single-KC		KC77		CMU			2010-02-12 15:55:18.666 UTC	2010-02-12 15:55:18.840 UTC
898	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-3fa4e935:126c2dd5993:-8000	2010-02-12 10:55:20.0	US/Eastern	2	ATTEMPT		RESULT		Pre-Test Version A	ATest	demonstration_problem4 UpdateTextField	1	Correct	demonstration_problem4	UpdateTextField	2					unnamed		Single-KC		KC24		CMU			2010-02-12 15:55:20.434 UTC	2010-02-12 15:55:20.597 UTC
899	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-3fa4e935:126c2dd5993:-8000	2010-02-12 10:55:56.0	US/Eastern	36	ATTEMPT		RESULT		Pre-Test Version A	ATest	demonstration_problem4_box UpdateTextArea	1	Correct	demonstration_problem4_box	UpdateTextArea	I know the reason					unnamed		Single-KC		KC8		CMU			2010-02-12 15:55:56.144 UTC	2010-02-12 15:55:56.342 UTC
900	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-3fa4e935:126c2dd5993:-8000	2010-02-12 10:55:57.0	US/Eastern	1	ATTEMPT		RESULT		Pre-Test Version A	ATest	demonstration_problem5 UpdateTextField	1	Correct	demonstration_problem5	UpdateTextField	1					unnamed		Single-KC		KC10		CMU			2010-02-12 15:55:57.712 UTC	2010-02-12 15:55:57.872 UTC
901	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-3fa4e935:126c2dd5993:-8000	2010-02-12 10:56:06.0	US/Eastern	9	ATTEMPT		RESULT		Pre-Test Version A	ATest	demonstration_problem5_box UpdateTextArea	1	Correct	demonstration_problem5_box	UpdateTextArea	I know the reason.					unnamed		Single-KC		KC124		CMU			2010-02-12 15:56:06.688 UTC	2010-02-12 15:56:06.869 UTC
902	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-3fa4e935:126c2dd5993:-8000	2010-02-12 10:56:08.0	US/Eastern	2	ATTEMPT		RESULT		Pre-Test Version A	ATest	Done ButtonPressed	1	Correct	Done	ButtonPressed	-1					unnamed		Single-KC		KC21		CMU			2010-02-12 15:56:08.287 UTC	2010-02-12 15:56:08.457 UTC
903	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-52dcef6e:126c3795aa3:-8000	2010-02-12 13:38:22.0	US/Eastern	7	ATTEMPT				Pre-Test Version A	ATest																	CMU		SMFTaaeHJKBBK		
904	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-52dcef6e:126c3795aa3:-8000	2010-02-12 13:38:25.0	US/Eastern	3	ATTEMPT		RESULT		Pre-Test Version A	ATest	eq_problem1_box UpdateTextField	1	Correct	eq_problem1_box	UpdateTextField	1					unnamed		Single-KC		KC130		CMU			2010-02-12 18:38:25.646 UTC	2010-02-12 18:38:25.843 UTC
905	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-52dcef6e:126c3795aa3:-8000	2010-02-12 13:38:26.0	US/Eastern	1	ATTEMPT		RESULT		Pre-Test Version A	ATest	eq_problem2_box UpdateTextField	1	Correct	eq_problem2_box	UpdateTextField	2					unnamed		Single-KC		KC125		CMU			2010-02-12 18:38:26.457 UTC	2010-02-12 18:38:26.617 UTC
906	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-52dcef6e:126c3795aa3:-8000	2010-02-12 13:38:28.0	US/Eastern	1	ATTEMPT		RESULT		Pre-Test Version A	ATest	eq_problem3_box UpdateTextField	1	Correct	eq_problem3_box	UpdateTextField	3					unnamed		Single-KC		KC87		CMU			2010-02-12 18:38:28.040 UTC	2010-02-12 18:38:28.201 UTC
907	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-52dcef6e:126c3795aa3:-8000	2010-02-12 13:38:28.0	US/Eastern	1	ATTEMPT		RESULT		Pre-Test Version A	ATest	eq_problem4_box UpdateTextField	1	Correct	eq_problem4_box	UpdateTextField	4					unnamed		Single-KC		KC104		CMU			2010-02-12 18:38:28.713 UTC	2010-02-12 18:38:28.891 UTC
908	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-52dcef6e:126c3795aa3:-8000	2010-02-12 13:38:30.0	US/Eastern	2	ATTEMPT		RESULT		Pre-Test Version A	ATest	eq_problem5_box UpdateTextField	1	Correct	eq_problem5_box	UpdateTextField	5					unnamed		Single-KC		KC141		CMU			2010-02-12 18:38:30.240 UTC	2010-02-12 18:38:30.408 UTC
909	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-52dcef6e:126c3795aa3:-8000	2010-02-12 13:38:31.0	US/Eastern	1	ATTEMPT		RESULT		Pre-Test Version A	ATest	eq_problem6_box UpdateTextField	1	Correct	eq_problem6_box	UpdateTextField	6					unnamed		Single-KC		KC23		CMU			2010-02-12 18:38:31.790 UTC	2010-02-12 18:38:32.041 UTC
910	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-52dcef6e:126c3795aa3:-8000	2010-02-12 13:38:33.0	US/Eastern	1	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem1_option1 UpdateMultipleChoice	1	Correct	LT_problem1_option1	UpdateMultipleChoice	False					unnamed		Single-KC		KC133		CMU			2010-02-12 18:38:33.259 UTC	2010-02-12 18:38:33.420 UTC
911	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-52dcef6e:126c3795aa3:-8000	2010-02-12 13:38:33.0	US/Eastern	1	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem1_option2 UpdateMultipleChoice	1	Correct	LT_problem1_option2	UpdateMultipleChoice	False					unnamed		Single-KC		KC37		CMU			2010-02-12 18:38:33.664 UTC	2010-02-12 18:38:33.816 UTC
912	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-52dcef6e:126c3795aa3:-8000	2010-02-12 13:38:34.0	US/Eastern	0.333	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem1_option3 UpdateMultipleChoice	1	Correct	LT_problem1_option3	UpdateMultipleChoice	False					unnamed		Single-KC		KC78		CMU			2010-02-12 18:38:34.056 UTC	2010-02-12 18:38:34.229 UTC
913	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-52dcef6e:126c3795aa3:-8000	2010-02-12 13:38:34.0	US/Eastern	0.333	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem1_option4 UpdateMultipleChoice	1	Correct	LT_problem1_option4	UpdateMultipleChoice	False					unnamed		Single-KC		KC129		CMU			2010-02-12 18:38:34.376 UTC	2010-02-12 18:38:34.547 UTC
914	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-52dcef6e:126c3795aa3:-8000	2010-02-12 13:38:34.0	US/Eastern	0.333	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem1_option5 UpdateMultipleChoice	1	Correct	LT_problem1_option5	UpdateMultipleChoice	False					unnamed		Single-KC		KC59		CMU			2010-02-12 18:38:34.696 UTC	2010-02-12 18:38:34.849 UTC
915	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-52dcef6e:126c3795aa3:-8000	2010-02-12 13:38:35.0	US/Eastern	1	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem1_option6 UpdateMultipleChoice	1	Correct	LT_problem1_option6	UpdateMultipleChoice	False					unnamed		Single-KC		KC152		CMU			2010-02-12 18:38:35.448 UTC	2010-02-12 18:38:35.632 UTC
916	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-52dcef6e:126c3795aa3:-8000	2010-02-12 13:38:36.0	US/Eastern	1	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem1_option7 UpdateMultipleChoice	1	Correct	LT_problem1_option7	UpdateMultipleChoice	False					unnamed		Single-KC		KC81		CMU			2010-02-12 18:38:36.104 UTC	2010-02-12 18:38:36.286 UTC
917	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-52dcef6e:126c3795aa3:-8000	2010-02-12 13:38:38.0	US/Eastern	2	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem2_option1 UpdateMultipleChoice	1	Correct	LT_problem2_option1	UpdateMultipleChoice	False					unnamed		Single-KC		KC55		CMU			2010-02-12 18:38:38.800 UTC	2010-02-12 18:38:38.974 UTC
918	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-52dcef6e:126c3795aa3:-8000	2010-02-12 13:38:39.0	US/Eastern	0.5	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem2_option2 UpdateMultipleChoice	1	Correct	LT_problem2_option2	UpdateMultipleChoice	False					unnamed		Single-KC		KC71		CMU			2010-02-12 18:38:39.312 UTC	2010-02-12 18:38:39.478 UTC
919	All Data	Stu_7b7bc2512ee1fedcd76bdc68926d4f7b	L-52dcef6e:126c3795aa3:-8000	2010-02-12 13:38:39.0	US/Eastern	0.5	ATTEMPT		RESULT		Pre-Test Version A	ATest	LT_problem2_option3 UpdateMultipleChoice	1	Correct	LT_problem2_option3	UpdateMultipleChoice	False					unnamed		Single-KC		KC25		CMU			2010-02-12 18:38:39.704 UTC	2010-02-12 18:38:39.863 UTC
