student_name	problem_name	skill	selection	actual input	subgoal_name	outcome
STU_kEGk STU_kEGk	-37/y+69 = -17	typein	LHS	-37/y*y	[-37/y*y = -86y]typein	OK
STU_kEGk STU_kEGk	-37/y+69 = -17	typein	RHS	-86y	[-37/y*y = -86y]typein	OK
STU_kEGk STU_kEGk	-37/y+69 = -17	mt	SKILL	-37/y*y	[-37/y*y = -86y]mt	OK
STU_kEGk STU_kEGk	-37/y+69 = -17	typein	LHS	-37	FinalAnswer	OK
STU_kEGk STU_kEGk	-37/y+69 = -17	auto-fill	RHS	-86y	FinalAnswer	OK
STU_kEGk STU_kEGk	-37/y+69 = -17	divide	SKILL	-86	[-37 = -86y]divide	OK
STU_kEGk STU_kEGk	-37/y+69 = -17	typein	LHS	0.430232558	[-37/-86 = -86y/-86]typein	OK
STU_kEGk STU_kEGk	-37/y+69 = -17	typein	RHS	-86y/-86	[-37/-86 = -86y/-86]typein	OK
STU_kEGk STU_kEGk	-37/y+69 = -17	rf	SKILL	-86y/-86	[-37/-86 = -86y/-86]rf	OK
STU_kEGk STU_kEGk	-37/y+69 = -17	typein	RHS	y	FinalAnswer	OK
STU_kEGk STU_kEGk	-82+14/y = -14	add	SKILL	82	[-82+14/y = -14]add	OK
STU_kEGk STU_kEGk	-82+14/y = -14	typein	LHS	-82+14/y+82	[-82+14/y+82 = -14+82]typein	OK
STU_kEGk STU_kEGk	-82+14/y = -14	typein	RHS	68	[-82+14/y+82 = -14+82]typein	OK
STU_kEGk STU_kEGk	-82+14/y = -14	clt	SKILL	-82+14/y+82	[-82+14/y+82 = -14+82]clt	OK
STU_kEGk STU_kEGk	-82+14/y = -14	typein	LHS	14y	FinalAnswer	BUG
STU_kEGk STU_kEGk	-82+14/y = -14	typein	LHS	14/y	FinalAnswer	OK
STU_kEGk STU_kEGk	-82+14/y = -14	typein	RHS	68	FinalAnswer	OK
STU_kEGk STU_kEGk	-82+14/y = -14	multiply	SKILL	y	[14/y = 68]multiply	OK
STU_kEGk STU_kEGk	-82+14/y = -14	typein	LHS	14/y*y	[14/y*y = 68y]typein	OK
STU_kEGk STU_kEGk	-82+14/y = -14	typein	RHS	68y	[14/y*y = 68y]typein	OK
STU_kEGk STU_kEGk	-82+14/y = -14	mt	SKILL	14/y*y	[14/y*y = 68y]mt	OK
STU_kEGk STU_kEGk	-82+14/y = -14	typein	LHS	14/y	FinalAnswer	BUG
STU_kEGk STU_kEGk	-82+14/y = -14	typein	LHS	14	FinalAnswer	OK
STU_kEGk STU_kEGk	-82+14/y = -14	auto-fill	RHS	68y	FinalAnswer	OK
STU_kEGk STU_kEGk	-82+14/y = -14	divide	SKILL	68	[14 = 68y]divide	OK
STU_kEGk STU_kEGk	-82+14/y = -14	typein	LHS	14/68	[14/68 = 68y/68]typein	OK
STU_kEGk STU_kEGk	-82+14/y = -14	typein	RHS	68y/68	[14/68 = 68y/68]typein	OK
STU_kEGk STU_kEGk	-82+14/y = -14	rf	SKILL	68y/68	[14/68 = 68y/68]rf	OK
STU_kEGk STU_kEGk	-82+14/y = -14	typein	RHS	y	FinalAnswer	OK
STU_kEGk STU_kEGk	13 = -68/y-16	add	SKILL	16	[13 = -68/y-16]add	OK
STU_kEGk STU_kEGk	13 = -68/y-16	typein	LHS	13+16	[13+16 = -68/y-16+16]typein	OK
STU_kEGk STU_kEGk	13 = -68/y-16	typein	RHS	-68/y-16+16	[13+16 = -68/y-16+16]typein	OK
STU_kEGk STU_kEGk	13 = -68/y-16	clt	SKILL	-68/y-16+16	[13+16 = -68/y-16+16]clt	OK
STU_kEGk STU_kEGk	13 = -68/y-16	typein	RHS	-68/y	FinalAnswer	OK
STU_kEGk STU_kEGk	13 = -68/y-16	typein	LHS	29	FinalAnswer	OK
STU_kEGk STU_kEGk	13 = -68/y-16	multiply	SKILL	y	[29 = -68/y]multiply	OK
STU_kEGk STU_kEGk	63/x-46 = 71	add	SKILL	46	[63/x-46 = 71]add	OK
STU_kEGk STU_kEGk	63/x-46 = 71	typein	LHS	63/x-46+46	[63/x-46+46 = 71+46]typein	OK
STU_kEGk STU_kEGk	63/x-46 = 71	typein	RHS	71+46	[63/x-46+46 = 71+46]typein	OK
STU_kEGk STU_kEGk	63/x-46 = 71	clt	SKILL	63/x-46+46	[63/x-46+46 = 71+46]clt	OK
STU_kEGk STU_kEGk	63/x-46 = 71	typein	LHS	63/x	FinalAnswer	OK
STU_kEGk STU_kEGk	63/x-46 = 71	typein	RHS	117	FinalAnswer	OK
STU_kEGk STU_kEGk	63/x-46 = 71	multiply	SKILL	x	[63/x = 117]multiply	OK
STU_kEGk STU_kEGk	63/x-46 = 71	typein	LHS	63/x*x	[63/x*x = 117x]typein	OK
STU_kEGk STU_kEGk	63/x-46 = 71	typein	RHS	117x	[63/x*x = 117x]typein	OK
STU_kEGk STU_kEGk	63/x-46 = 71	mt	SKILL	63/x*x	[63/x*x = 117x]mt	OK
STU_kEGk STU_kEGk	63/x-46 = 71	typein	LHS	63	FinalAnswer	OK
STU_kEGk STU_kEGk	63/x-46 = 71	auto-fill	RHS	117x	FinalAnswer	OK
STU_kEGk STU_kEGk	63/x-46 = 71	divide	SKILL	117	[63 = 117x]divide	OK
STU_kEGk STU_kEGk	63/x-46 = 71	typein	LHS	63/117	[63/117 = 117x/117]typein	OK
STU_kEGk STU_kEGk	63/x-46 = 71	typein	RHS	117x/117	[63/117 = 117x/117]typein	OK
STU_kEGk STU_kEGk	63/x-46 = 71	rf	SKILL	117x/117	[63/117 = 117x/117]rf	OK
STU_kEGk STU_kEGk	63/x-46 = 71	typein	RHS	x	FinalAnswer	OK
STU_kEGk STU_kEGk	32/x+91 = 0	subtract	SKILL	91	[32/x+91 = 0]subtract	OK
STU_kEGk STU_kEGk	32/x+91 = 0	typein	LHS	32/x+91-91	[32/x+91-91 = 0-91]typein	OK
STU_kEGk STU_kEGk	32/x+91 = 0	typein	RHS	0-91	[32/x+91-91 = 0-91]typein	OK
STU_kEGk STU_kEGk	32/x+91 = 0	clt	SKILL	32/x+91-91	[32/x+91-91 = 0-91]clt	OK
STU_kEGk STU_kEGk	32/x+91 = 0	typein	LHS	32/x	FinalAnswer	OK
STU_kEGk STU_kEGk	32/x+91 = 0	typein	RHS	-91	FinalAnswer	OK
STU_kEGk STU_kEGk	32/x+91 = 0	multiply	SKILL	x	[32/x = -91]multiply	OK
STU_kEGk STU_kEGk	32/x+91 = 0	typein	LHS	32/x*x	[32/x*x = -91x]typein	OK
STU_kEGk STU_kEGk	32/x+91 = 0	typein	RHS	-91x	[32/x*x = -91x]typein	OK
STU_kEGk STU_kEGk	32/x+91 = 0	mt	SKILL	32/x*x	[32/x*x = -91x]mt	OK
STU_kEGk STU_kEGk	32/x+91 = 0	typein	LHS	32	FinalAnswer	OK
STU_kEGk STU_kEGk	32/x+91 = 0	auto-fill	RHS	-91x	FinalAnswer	OK
STU_kEGk STU_kEGk	32/x+91 = 0	divide	SKILL	-91	[32 = -91x]divide	OK
STU_kEGk STU_kEGk	32/x+91 = 0	typein	LHS	32/-91	[32/-91 = -91x/-91]typein	OK
STU_kEGk STU_kEGk	32/x+91 = 0	typein	RHS	1	[32/-91 = -91x/-91]typein	ERROR
STU_kEGk STU_kEGk	32/x+91 = 0	typein	RHS	-91x/-91	[32/-91 = -91x/-91]typein	OK
STU_kEGk STU_kEGk	32/x+91 = 0	rf	SKILL	-91x/-91	[32/-91 = -91x/-91]rf	OK
STU_kEGk STU_kEGk	32/x+91 = 0	typein	RHS	x	FinalAnswer	OK
STU_kEGk STU_kEGk	-15/x-8 = 75	add	SKILL	8	[-15/x-8 = 75]add	OK
STU_kEGk STU_kEGk	-15/x-8 = 75	typein	LHS	-15/x-8+8	[-15/x-8+8 = 75+8]typein	OK
STU_kEGk STU_kEGk	-15/x-8 = 75	typein	RHS	75+8	[-15/x-8+8 = 75+8]typein	OK
STU_kEGk STU_kEGk	-15/x-8 = 75	clt	SKILL	-15/x-8+8	[-15/x-8+8 = 75+8]clt	OK
STU_kEGk STU_kEGk	-15/x-8 = 75	typein	LHS	-15/x	FinalAnswer	OK
STU_kEGk STU_kEGk	-15/x-8 = 75	typein	RHS	83	FinalAnswer	OK
STU_kEGk STU_kEGk	-15/x-8 = 75	multiply	SKILL	x	[-15/x = 83]multiply	OK
STU_kEGk STU_kEGk	-15/x-8 = 75	typein	LHS	-15/x*x	[-15/x*x = 83x]typein	OK
STU_kEGk STU_kEGk	-15/x-8 = 75	typein	RHS	83x	[-15/x*x = 83x]typein	OK
STU_kEGk STU_kEGk	-15/x-8 = 75	mt	SKILL	-15/x*x	[-15/x*x = 83x]mt	OK
STU_kEGk STU_kEGk	-15/x-8 = 75	typein	LHS	-15	FinalAnswer	OK
STU_kEGk STU_kEGk	-15/x-8 = 75	auto-fill	RHS	83x	FinalAnswer	OK
STU_kEGk STU_kEGk	-15/x-8 = 75	divide	SKILL	83	[-15 = 83x]divide	OK
STU_kEGk STU_kEGk	-15/x-8 = 75	typein	RHS	83x/83	[-15/83 = 83x/83]typein	OK
STU_kEGk STU_kEGk	-15/x-8 = 75	typein	LHS	-0.180722892	[-15/83 = 83x/83]typein	OK
STU_kEGk STU_kEGk	-15/x-8 = 75	rf	SKILL	83x/83	[-15/83 = 83x/83]rf	OK
STU_kEGk STU_kEGk	-15/x-8 = 75	typein	RHS	x	FinalAnswer	OK
STU_kEGk STU_kEGk	-351 = -68-2/y	add	SKILL	68	[-351 = -68-2/y]add	OK
STU_kEGk STU_kEGk	-351 = -68-2/y	typein	LHS	-283	[-351+68 = -68-2/y+68]typein	OK
STU_kEGk STU_kEGk	-351 = -68-2/y	typein	RHS	-68-2/y	[-351+68 = -68-2/y+68]typein	BUG
STU_kEGk STU_kEGk	-351 = -68-2/y	typein	RHS	-68-2/y + 68	[-351+68 = -68-2/y+68]typein	OK
STU_kEGk STU_kEGk	-351 = -68-2/y	clt	SKILL	-68-2/y + 68	[-351+68 = -68-2/y+68]clt	OK
STU_kEGk STU_kEGk	-351 = -68-2/y	typein	RHS	-2/y	FinalAnswer	OK
STU_kEGk STU_kEGk	-351 = -68-2/y	typein	LHS	-283	FinalAnswer	OK
STU_kEGk STU_kEGk	-351 = -68-2/y	multiply	SKILL	y	[-283 = -2/y]multiply	OK
STU_kEGk STU_kEGk	-351 = -68-2/y	typein	LHS	-283y	[-283y = -2/y*y]typein	OK
STU_kEGk STU_kEGk	-351 = -68-2/y	typein	RHS	-2/y*y	[-283y = -2/y*y]typein	OK
STU_kEGk STU_kEGk	-351 = -68-2/y	mt	SKILL	-2/y*y	[-283y = -2/y*y]mt	OK
STU_kEGk STU_kEGk	-351 = -68-2/y	typein	RHS	-2	FinalAnswer	OK
STU_kEGk STU_kEGk	-351 = -68-2/y	auto-fill	LHS	-283y	FinalAnswer	OK
STU_kEGk STU_kEGk	-351 = -68-2/y	divide	SKILL	-283	[-283y = -2]divide	OK
STU_kEGk STU_kEGk	-351 = -68-2/y	typein	LHS	-283y/-283	[-283y/-283 = -2/-283]typein	OK
STU_kEGk STU_kEGk	-351 = -68-2/y	typein	RHS	0.007067138	[-283y/-283 = -2/-283]typein	OK
STU_kEGk STU_kEGk	-351 = -68-2/y	rf	SKILL	-283y/-283	[-283y/-283 = -2/-283]rf	OK
STU_kEGk STU_kEGk	-351 = -68-2/y	typein	LHS	y	FinalAnswer	OK
STU_kEGk STU_kEGk	-121 = 402/y+15	subtract	SKILL	15	[-121 = 402/y+15]subtract	OK
STU_kEGk STU_kEGk	-121 = 402/y+15	typein	LHS	-136	[-121-15 = 402/y+15-15]typein	OK
STU_kEGk STU_kEGk	-121 = 402/y+15	typein	RHS	402/y+15-15	[-121-15 = 402/y+15-15]typein	OK
STU_kEGk STU_kEGk	-121 = 402/y+15	clt	SKILL	402/y+15-15	[-121-15 = 402/y+15-15]clt	OK
STU_kEGk STU_kEGk	-121 = 402/y+15	typein	RHS	402/y	FinalAnswer	OK
STU_kEGk STU_kEGk	-121 = 402/y+15	typein	LHS	-136	FinalAnswer	OK
STU_kEGk STU_kEGk	-121 = 402/y+15	multiply	SKILL	y	[-136 = 402/y]multiply	OK
STU_kEGk STU_kEGk	-121 = 402/y+15	typein	LHS	-136y	[-136y = 402/y*y]typein	OK
STU_kEGk STU_kEGk	-121 = 402/y+15	typein	RHS	402/y*y	[-136y = 402/y*y]typein	OK
STU_kEGk STU_kEGk	-121 = 402/y+15	mt	SKILL	402/y*y	[-136y = 402/y*y]mt	OK
STU_kEGk STU_kEGk	-121 = 402/y+15	typein	RHS	402	FinalAnswer	OK
STU_kEGk STU_kEGk	-121 = 402/y+15	auto-fill	LHS	-136y	FinalAnswer	OK
STU_kEGk STU_kEGk	-121 = 402/y+15	divide	SKILL	-136	[-136y = 402]divide	OK
STU_kEGk STU_kEGk	-121 = 402/y+15	typein	LHS	-136y/-136	[-136y/-136 = 402/-136]typein	OK
STU_kEGk STU_kEGk	-121 = 402/y+15	typein	RHS	402/-136	[-136y/-136 = 402/-136]typein	OK
STU_kEGk STU_kEGk	-121 = 402/y+15	rf	SKILL	-136y/-136	[-136y/-136 = 402/-136]rf	OK
STU_kEGk STU_kEGk	-121 = 402/y+15	typein	LHS	y	FinalAnswer	OK
STU_kEGk STU_kEGk	-104 = -442-77/y	add	SKILL	442	[-104 = -442-77/y]add	OK
STU_kEGk STU_kEGk	-104 = -442-77/y	typein	LHS	338	[-104+442 = -442-77/y+442]typein	OK
STU_kEGk STU_kEGk	-104 = -442-77/y	typein	RHS	-442-77/y+442	[-104+442 = -442-77/y+442]typein	OK
STU_kEGk STU_kEGk	-104 = -442-77/y	clt	SKILL	-442-77/y+442	[-104+442 = -442-77/y+442]clt	OK
STU_kEGk STU_kEGk	-104 = -442-77/y	typein	RHS	-77/y	FinalAnswer	OK
STU_kEGk STU_kEGk	-104 = -442-77/y	typein	LHS	338	FinalAnswer	OK
STU_kEGk STU_kEGk	-104 = -442-77/y	multiply	SKILL	y	[338 = -77/y]multiply	OK
STU_kEGk STU_kEGk	-104 = -442-77/y	typein	LHS	338y	[338y = -77/y*y]typein	OK
STU_kEGk STU_kEGk	-104 = -442-77/y	typein	RHS	-77/y*y	[338y = -77/y*y]typein	OK
STU_kEGk STU_kEGk	-104 = -442-77/y	mt	SKILL	-77/y*y	[338y = -77/y*y]mt	OK
STU_kEGk STU_kEGk	-104 = -442-77/y	typein	RHS	-77	FinalAnswer	OK
STU_kEGk STU_kEGk	-104 = -442-77/y	auto-fill	LHS	338y	FinalAnswer	OK
STU_kEGk STU_kEGk	-104 = -442-77/y	divide	SKILL	338	[338y = -77]divide	OK
STU_kEGk STU_kEGk	-104 = -442-77/y	typein	LHS	338y/338	[338y/338 = -77/338]typein	OK
STU_kEGk STU_kEGk	-104 = -442-77/y	typein	RHS	-0.198453608	[338y/338 = -77/338]typein	ERROR
STU_kEGk STU_kEGk	-104 = -442-77/y	typein	RHS	-0.227810651	[338y/338 = -77/338]typein	OK
STU_kEGk STU_kEGk	-104 = -442-77/y	rf	SKILL	338y/338	[338y/338 = -77/338]rf	OK
STU_kEGk STU_kEGk	-104 = -442-77/y	typein	LHS	y	FinalAnswer	OK
STU_kEGk STU_kEGk	-897 = -889/x+534	subtract	SKILL	534	[-897 = -889/x+534]subtract	OK
STU_kEGk STU_kEGk	-897 = -889/x+534	typein	LHS	-1431	[-897-534 = -889/x+534-534]typein	OK
STU_kEGk STU_kEGk	-897 = -889/x+534	typein	RHS	-889/x+534-534	[-897-534 = -889/x+534-534]typein	OK
STU_kEGk STU_kEGk	-897 = -889/x+534	clt	SKILL	-889/x+534-534	[-897-534 = -889/x+534-534]clt	OK
STU_kEGk STU_kEGk	-897 = -889/x+534	typein	RHS	-889/x	FinalAnswer	OK
STU_kEGk STU_kEGk	-897 = -889/x+534	typein	LHS	-1431	FinalAnswer	OK
STU_kEGk STU_kEGk	-897 = -889/x+534	multiply	SKILL	x	[-1431 = -889/x]multiply	OK
STU_kEGk STU_kEGk	-897 = -889/x+534	typein	LHS	-1431x	[-1431x = -889/x*x]typein	OK
STU_kEGk STU_kEGk	-897 = -889/x+534	typein	RHS	-889/x*x	[-1431x = -889/x*x]typein	OK
STU_kEGk STU_kEGk	-897 = -889/x+534	rf	SKILL		[-1431x = -889/x*x]rf	ERROR
STU_kEGk STU_kEGk	-897 = -889/x+534	mt	SKILL	-889/x*x	[-1431x = -889/x*x]mt	OK
STU_kEGk STU_kEGk	-897 = -889/x+534	typein	RHS	-889	FinalAnswer	OK
STU_kEGk STU_kEGk	-897 = -889/x+534	auto-fill	LHS	-1431x	FinalAnswer	OK
STU_kEGk STU_kEGk	-897 = -889/x+534	divide	SKILL	-1431	[-1431x = -889]divide	OK
STU_kEGk STU_kEGk	-897 = -889/x+534	typein	LHS	-1431x/-1431	[-1431x/-1431 = -889/-1431]typein	OK
STU_kEGk STU_kEGk	-897 = -889/x+534	typein	RHS	0.621243885	[-1431x/-1431 = -889/-1431]typein	OK
STU_kEGk STU_kEGk	-897 = -889/x+534	rf	SKILL	-1431x/-1431	[-1431x/-1431 = -889/-1431]rf	OK
STU_kEGk STU_kEGk	-897 = -889/x+534	typein	LHS	x	FinalAnswer	OK
STU_kEGk STU_kEGk	11-36/x = -51	subtract	SKILL	11	[11-36/x = -51]subtract	OK
STU_kEGk STU_kEGk	11-36/x = -51	typein	LHS	11-36/x-11	[11-36/x-11 = -51-11]typein	OK
STU_kEGk STU_kEGk	11-36/x = -51	typein	RHS	-62	[11-36/x-11 = -51-11]typein	OK
STU_kEGk STU_kEGk	11-36/x = -51	clt	SKILL	11-36/x-11	[11-36/x-11 = -51-11]clt	OK
STU_kEGk STU_kEGk	11-36/x = -51	typein	LHS	-36/x	FinalAnswer	OK
STU_kEGk STU_kEGk	11-36/x = -51	typein	RHS	-62	FinalAnswer	OK
STU_kEGk STU_kEGk	11-36/x = -51	multiply	SKILL	x	[-36/x = -62]multiply	OK
STU_kEGk STU_kEGk	11-36/x = -51	typein	LHS	-36/x*x	[-36/x*x = -62x]typein	OK
STU_kEGk STU_kEGk	11-36/x = -51	typein	RHS	-62x	[-36/x*x = -62x]typein	OK
STU_kEGk STU_kEGk	11-36/x = -51	mt	SKILL	-36/x*x	[-36/x*x = -62x]mt	OK
STU_kEGk STU_kEGk	11-36/x = -51	typein	LHS	-36	FinalAnswer	OK
STU_kEGk STU_kEGk	11-36/x = -51	auto-fill	RHS	-62x	FinalAnswer	OK
STU_kEGk STU_kEGk	11-36/x = -51	divide	SKILL	-62	[-36 = -62x]divide	OK
STU_kEGk STU_kEGk	11-36/x = -51	typein	LHS	0.580645161	[-36/-62 = -62x/-62]typein	OK
STU_kEGk STU_kEGk	11-36/x = -51	typein	RHS	-62x/-62	[-36/-62 = -62x/-62]typein	OK
STU_kEGk STU_kEGk	11-36/x = -51	rf	SKILL	-62x/-62	[-36/-62 = -62x/-62]rf	OK
STU_kEGk STU_kEGk	11-36/x = -51	typein	RHS	x	FinalAnswer	OK
STU_kEGk STU_kEGk	11-36/x = -51	auto-fill	LHS	0.580645161	FinalAnswer	OK
STU_kEGk STU_kEGk	8 = -15/x-21	add	SKILL	21	[8 = -15/x-21]add	OK
STU_kEGk STU_kEGk	8 = -15/x-21	typein	LHS	8+21	[8+21 = -15/x-21+21]typein	OK
STU_kEGk STU_kEGk	8 = -15/x-21	typein	RHS	-15/x-21+21	[8+21 = -15/x-21+21]typein	OK
STU_kEGk STU_kEGk	8 = -15/x-21	add	SKILL	21	[8 = -15/x-21]add	OK
STU_kEGk STU_kEGk	8 = -15/x-21	typein	LHS	8+21	[8+21 = -15/x-21+21]typein	OK
STU_kEGk STU_kEGk	8 = -15/x-21	typein	RHS	-15/x-21+21	[8+21 = -15/x-21+21]typein	OK
STU_kEGk STU_kEGk	8 = -15/x-21	clt	SKILL	-15/x-21+21	[8+21 = -15/x-21+21]clt	OK
STU_kEGk STU_kEGk	8 = -15/x-21	typein	RHS	-15/x	FinalAnswer	OK
STU_kEGk STU_kEGk	8 = -15/x-21	typein	LHS	29	FinalAnswer	OK
STU_kEGk STU_kEGk	8 = -15/x-21	multiply	SKILL	x	[29 = -15/x]multiply	OK
STU_kEGk STU_kEGk	8 = -15/x-21	typein	LHS	29x	[29x = -15/x*x]typein	OK
STU_kEGk STU_kEGk	8 = -15/x-21	typein	RHS	-15/x*x	[29x = -15/x*x]typein	OK
STU_kEGk STU_kEGk	8 = -15/x-21	mt	SKILL	-15/x*x	[29x = -15/x*x]mt	OK
STU_kEGk STU_kEGk	8 = -15/x-21	typein	RHS	-15	FinalAnswer	OK
STU_kEGk STU_kEGk	8 = -15/x-21	auto-fill	LHS	29x	FinalAnswer	OK
STU_kEGk STU_kEGk	8 = -15/x-21	divide	SKILL	29	[29x = -15]divide	OK
STU_kEGk STU_kEGk	8 = -15/x-21	typein	LHS	29x/29	[29x/29 = -15/29]typein	OK
STU_kEGk STU_kEGk	8 = -15/x-21	typein	RHS	-0.517241379	[29x/29 = -15/29]typein	OK
STU_kEGk STU_kEGk	8 = -15/x-21	rf	SKILL	29x/29	[29x/29 = -15/29]rf	OK
STU_kEGk STU_kEGk	8 = -15/x-21	typein	LHS	x	FinalAnswer	OK
STU_kEGk STU_kEGk	-76 = 929/x-282	add	SKILL	282	[-76 = 929/x-282]add	OK
STU_kEGk STU_kEGk	-76 = 929/x-282	typein	LHS	206	[-76+282 = 929/x-282+282]typein	OK
STU_kEGk STU_kEGk	-76 = 929/x-282	typein	RHS	929/x-282+282	[-76+282 = 929/x-282+282]typein	OK
STU_kEGk STU_kEGk	-76 = 929/x-282	clt	SKILL	929/x-282+282	[-76+282 = 929/x-282+282]clt	OK
STU_kEGk STU_kEGk	-76 = 929/x-282	typein	RHS	929	FinalAnswer	BUG
STU_kEGk STU_kEGk	-76 = 929/x-282	typein	RHS	929/x	FinalAnswer	OK
STU_kEGk STU_kEGk	-76 = 929/x-282	typein	LHS	206	FinalAnswer	OK
STU_kEGk STU_kEGk	-76 = 929/x-282	clt	SKILL	206	[-76+282 = 929/x]clt	OK
STU_kEGk STU_kEGk	-76 = 929/x-282	typein	LHS	206	FinalAnswer	OK
STU_kEGk STU_kEGk	-76 = 929/x-282	auto-fill	RHS	929/x	FinalAnswer	OK
STU_kEGk STU_kEGk	-76 = 929/x-282	multiply	SKILL	x	[206 = 929/x]multiply	OK
STU_kEGk STU_kEGk	-76 = 929/x-282	typein	LHS	206x	[206x = 929/x*x]typein	OK
STU_kEGk STU_kEGk	-76 = 929/x-282	typein	RHS	929/x*x	[206x = 929/x*x]typein	OK
STU_kEGk STU_kEGk	-76 = 929/x-282	mt	SKILL	929/x*x	[206x = 929/x*x]mt	OK
STU_kEGk STU_kEGk	-76 = 929/x-282	typein	RHS	929	FinalAnswer	OK
STU_kEGk STU_kEGk	-76 = 929/x-282	auto-fill	LHS	929/x*x	FinalAnswer	OK
STU_kEGk STU_kEGk	-76 = 929/x-282	divide	SKILL	206	[206x = 929]divide	OK
STU_kEGk STU_kEGk	-76 = 929/x-282	typein	LHS	206x/206	[206x/206 = 929/206]typein	OK
STU_kEGk STU_kEGk	-76 = 929/x-282	typein	RHS	929/206	[206x/206 = 929/206]typein	OK
STU_kEGk STU_kEGk	-76 = 929/x-282	rf	SKILL	206x/206	[206x/206 = 929/206]rf	OK
STU_kEGk STU_kEGk	-76 = 929/x-282	typein	LHS	x	FinalAnswer	OK
STU_kEGk STU_kEGk	-689 = -244/x-90	add	SKILL	90	[-689 = -244/x-90]add	OK
STU_kEGk STU_kEGk	-689 = -244/x-90	typein	LHS	-599	[-689+90 = -244/x-90+90]typein	OK
STU_kEGk STU_kEGk	-689 = -244/x-90	typein	RHS	-244/x-90+90	[-689+90 = -244/x-90+90]typein	OK
STU_kEGk STU_kEGk	-689 = -244/x-90	clt	SKILL	-244/x-90+90	[-689+90 = -244/x-90+90]clt	OK
STU_kEGk STU_kEGk	-689 = -244/x-90	typein	RHS	-244/x	FinalAnswer	OK
STU_kEGk STU_kEGk	-689 = -244/x-90	typein	LHS	-599	FinalAnswer	OK
STU_kEGk STU_kEGk	-689 = -244/x-90	multiply	SKILL	x	[-599 = -244/x]multiply	OK
STU_kEGk STU_kEGk	-689 = -244/x-90	typein	LHS	-599x	[-599x = -244/x*x]typein	OK
STU_kEGk STU_kEGk	-689 = -244/x-90	typein	RHS	-244/x*x	[-599x = -244/x*x]typein	OK
STU_kEGk STU_kEGk	-689 = -244/x-90	mt	SKILL	-244/x*x	[-599x = -244/x*x]mt	OK
STU_kEGk STU_kEGk	-689 = -244/x-90	typein	RHS	-244	FinalAnswer	OK
STU_kEGk STU_kEGk	-689 = -244/x-90	auto-fill	LHS	-599x	FinalAnswer	OK
STU_kEGk STU_kEGk	-689 = -244/x-90	divide	SKILL	-559	[-599x = -244]divide	ERROR
STU_kEGk STU_kEGk	-689 = -244/x-90	divide	SKILL	559	[-599x = -244]divide	ERROR
STU_kEGk STU_kEGk	-689 = -244/x-90	divide	SKILL	-599	[-599x = -244]divide	OK
STU_kEGk STU_kEGk	-689 = -244/x-90	typein	LHS	-599x/-599	[-599x/-599 = -244/-599]typein	OK
STU_kEGk STU_kEGk	-689 = -244/x-90	typein	RHS	0.407345576	[-599x/-599 = -244/-599]typein	OK
STU_kEGk STU_kEGk	-689 = -244/x-90	rf	SKILL	-599x/-599	[-599x/-599 = -244/-599]rf	OK
STU_kEGk STU_kEGk	-689 = -244/x-90	typein	LHS	x	FinalAnswer	OK
STU_kEGk STU_kEGk	-7y+3 = -6y-5	add	SKILL	6y	[-7y+3 = -6y-5]add	OK
STU_kEGk STU_kEGk	-7y+3 = -6y-5	typein	LHS	-7y+3+6y	[-7y+3+6y = -6y-5+6y]typein	OK
STU_kEGk STU_kEGk	-7y+3 = -6y-5	typein	RHS	-6y-5+6y	[-7y+3+6y = -6y-5+6y]typein	OK
STU_kEGk STU_kEGk	-7y+3 = -6y-5	clt	SKILL	-7y+3+6y	[-7y+3+6y = -6y-5+6y]clt	OK
STU_kEGk STU_kEGk	-7y+3 = -6y-5	typein	LHS	-10	FinalAnswer	BUG
STU_kEGk STU_kEGk	-7y+3 = -6y-5	typein	LHS	-13y+3	FinalAnswer	BUG
STU_kEGk STU_kEGk	-7y+3 = -6y-5	typein	LHS	                                                                                                              -                                             -	FinalAnswer	BUG
STU_kEGk STU_kEGk	-7y+3 = -6y-5	typein	LHS	                                                                                                              -                                             -	FinalAnswer	BUG
STU_kEGk STU_kEGk	-7y+3 = -6y-5	typein	LHS	-13y	FinalAnswer	BUG
STU_kEGk STU_kEGk	-7y+3 = -6y-5	typein	LHS	3	FinalAnswer	BUG
STU_kEGk STU_kEGk	-7y+3 = -6y-5	typein	LHS	-13y+3	FinalAnswer	BUG
STU_kEGk STU_kEGk	-7y+3 = -6y-5	typein	LHS	-13y+3	FinalAnswer	BUG
STU_kEGk STU_kEGk	-7y+3 = -6y-5	typein	LHS	-13y+3	FinalAnswer	BUG
STU_kEGk STU_kEGk	-7y+3 = -6y-5	typein	LHS	-13y+3	FinalAnswer	BUG
STU_kEGk STU_kEGk	-7y+3 = -6y-5	typein	LHS	-13y+3	FinalAnswer	BUG
STU_kEGk STU_kEGk	-7y+3 = -6y-5	typein	LHS	-13y+3	FinalAnswer	BUG
STU_kEGk STU_kEGk	-7y+3 = -6y-5	typein	LHS	-13y+3	FinalAnswer	BUG
STU_kEGk STU_kEGk	-7y+3 = -6y-5	typein	LHS	-13y+3	FinalAnswer	BUG
STU_kEGk STU_kEGk	-7y+3 = -6y-5	typein	LHS	-1y+3	FinalAnswer	OK
STU_kEGk STU_kEGk	-7y+3 = -6y-5	typein	RHS	-5	FinalAnswer	OK
